,mp,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gmsc,+/-,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,mp_max,mp_max,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,gmsc_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,mp_opp,mp_opp,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,pts_opp,gmsc_opp,+/-_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,mp_max_opp,mp_max_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,gmsc_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,date,won
265,240.0,240.0,45.0,90.0,0.5,12.0,36.0,0.333,13.0,16.0,0.813,8.0,41.0,49.0,30.0,5.0,2.0,16.0,17.0,115.0,,,0.593,0.567,0.4,0.178,20.0,78.8,53.3,66.7,4.9,3.6,14.2,100.0,113.7,98.9,,,10.0,21.0,0.75,5.0,9.0,0.556,5.0,5.0,1.0,2.0,13.0,15.0,12.0,2.0,1.0,5.0,6.0,25.0,25.0,16.0,0.75,0.75,1.0,0.333,30.0,28.4,18.5,34.5,2.1,7.0,21.6,27.0,126.0,107.0,OKC,115,1,240.0,240.0,40.0,92.0,0.435,7.0,37.0,0.189,13.0,18.0,0.722,11.0,32.0,43.0,25.0,8.0,4.0,12.0,16.0,100.0,,,0.5,0.473,0.402,0.196,21.2,80.0,46.7,62.5,8.0,7.4,10.7,100.0,99.9,114.9,,,17.0,25.0,0.68,3.0,14.0,0.375,8.0,12.0,1.0,6.0,8.0,14.0,9.0,3.0,2.0,4.0,5.0,42.0,34.1,-7.0,0.694,0.68,1.0,0.48,13.7,23.8,18.1,49.4,3.5,5.0,40.0,34.3,133.0,121.0,MEM,100,0,2023,2023-04-09,True
266,240.0,240.0,49.0,88.0,0.557,18.0,39.0,0.462,13.0,15.0,0.867,10.0,32.0,42.0,39.0,3.0,0.0,11.0,13.0,129.0,,,0.682,0.659,0.443,0.17,25.6,91.4,56.8,79.6,3.2,0.0,10.4,100.0,137.3,107.5,,,9.0,17.0,1.0,5.0,8.0,0.75,5.0,6.0,1.0,4.0,5.0,8.0,7.0,1.0,0.0,3.0,2.0,24.0,23.5,27.0,1.1,1.1,0.889,0.5,20.6,35.5,21.7,37.6,2.4,0.0,33.3,29.4,221.0,111.0,MIA,129,0,240.0,240.0,39.0,76.0,0.513,10.0,36.0,0.278,13.0,15.0,0.867,3.0,29.0,32.0,23.0,7.0,4.0,17.0,18.0,101.0,,,0.611,0.579,0.474,0.197,8.6,74.4,43.2,59.0,7.4,8.2,17.1,100.0,106.9,136.6,,,9.0,13.0,1.0,2.0,6.0,0.5,4.0,4.0,1.0,2.0,6.0,6.0,10.0,4.0,2.0,3.0,4.0,21.0,16.9,-4.0,1.064,1.0,1.0,2.0,11.7,36.9,19.5,56.3,8.1,6.4,66.7,34.4,229.0,146.0,PHI,101,1,2023,2023-04-06,True
267,240.0,240.0,39.0,76.0,0.513,10.0,36.0,0.278,13.0,15.0,0.867,3.0,29.0,32.0,23.0,7.0,4.0,17.0,18.0,101.0,,,0.611,0.579,0.474,0.197,8.6,74.4,43.2,59.0,7.4,8.2,17.1,100.0,106.9,136.6,,,9.0,13.0,1.0,2.0,6.0,0.5,4.0,4.0,1.0,2.0,6.0,6.0,10.0,4.0,2.0,3.0,4.0,21.0,16.9,-4.0,1.064,1.0,1.0,2.0,11.7,36.9,19.5,56.3,8.1,6.4,66.7,34.4,229.0,146.0,PHI,101,1,240.0,240.0,49.0,88.0,0.557,18.0,39.0,0.462,13.0,15.0,0.867,10.0,32.0,42.0,39.0,3.0,0.0,11.0,13.0,129.0,,,0.682,0.659,0.443,0.17,25.6,91.4,56.8,79.6,3.2,0.0,10.4,100.0,137.3,107.5,,,9.0,17.0,1.0,5.0,8.0,0.75,5.0,6.0,1.0,4.0,5.0,8.0,7.0,1.0,0.0,3.0,2.0,24.0,23.5,27.0,1.1,1.1,0.889,0.5,20.6,35.5,21.7,37.6,2.4,0.0,33.3,29.4,221.0,111.0,MIA,129,0,2023,2023-04-06,False
268,240.0,240.0,44.0,89.0,0.494,7.0,22.0,0.318,24.0,31.0,0.774,12.0,32.0,44.0,28.0,6.0,1.0,11.0,19.0,119.0,,,0.58,0.534,0.247,0.348,27.9,86.5,55.0,63.6,6.0,2.2,9.7,100.0,119.6,113.5,,,11.0,23.0,1.0,2.0,8.0,1.0,8.0,10.0,1.0,5.0,8.0,10.0,10.0,2.0,1.0,4.0,4.0,26.0,24.3,10.0,1.034,1.125,0.8,1.333,22.4,43.1,23.9,39.3,3.3,4.3,33.3,32.9,161.0,118.0,CLE,119,0,240.0,240.0,40.0,78.0,0.513,11.0,33.0,0.333,22.0,29.0,0.759,5.0,31.0,36.0,17.0,6.0,4.0,17.0,27.0,113.0,,,0.623,0.583,0.423,0.372,13.5,72.1,45.0,42.5,6.0,6.0,15.8,100.0,113.0,119.0,,,16.0,28.0,0.6,5.0,13.0,1.0,13.0,15.0,1.0,2.0,11.0,12.0,5.0,2.0,2.0,4.0,5.0,50.0,38.3,6.0,0.75,0.75,0.6,0.8,33.2,38.1,23.0,23.8,2.7,9.1,33.3,39.8,228.0,125.0,POR,113,1,2023,2023-01-12,True
269,240.0,240.0,40.0,78.0,0.513,11.0,33.0,0.333,22.0,29.0,0.759,5.0,31.0,36.0,17.0,6.0,4.0,17.0,27.0,113.0,,,0.623,0.583,0.423,0.372,13.5,72.1,45.0,42.5,6.0,6.0,15.8,100.0,113.0,119.0,,,16.0,28.0,0.6,5.0,13.0,1.0,13.0,15.0,1.0,2.0,11.0,12.0,5.0,2.0,2.0,4.0,5.0,50.0,38.3,6.0,0.75,0.75,0.6,0.8,33.2,38.1,23.0,23.8,2.7,9.1,33.3,39.8,228.0,125.0,POR,113,1,240.0,240.0,44.0,89.0,0.494,7.0,22.0,0.318,24.0,31.0,0.774,12.0,32.0,44.0,28.0,6.0,1.0,11.0,19.0,119.0,,,0.58,0.534,0.247,0.348,27.9,86.5,55.0,63.6,6.0,2.2,9.7,100.0,119.6,113.5,,,11.0,23.0,1.0,2.0,8.0,1.0,8.0,10.0,1.0,5.0,8.0,10.0,10.0,2.0,1.0,4.0,4.0,26.0,24.3,10.0,1.034,1.125,0.8,1.333,22.4,43.1,23.9,39.3,3.3,4.3,33.3,32.9,161.0,118.0,CLE,119,0,2023,2023-01-12,False
270,240.0,240.0,45.0,89.0,0.506,12.0,29.0,0.414,16.0,24.0,0.667,10.0,34.0,44.0,27.0,4.0,3.0,14.0,17.0,118.0,,,0.593,0.573,0.326,0.27,23.3,87.2,53.7,60.0,4.0,6.5,12.3,100.0,117.4,124.3,,,13.0,20.0,0.75,4.0,6.0,1.0,5.0,5.0,1.0,4.0,8.0,11.0,7.0,1.0,2.0,6.0,5.0,33.0,26.4,12.0,0.875,0.875,0.8,0.8,13.8,28.1,19.9,35.2,3.0,6.5,22.8,34.0,166.0,129.0,LAL,118,0,240.0,240.0,43.0,82.0,0.524,16.0,36.0,0.444,23.0,27.0,0.852,5.0,33.0,38.0,23.0,9.0,4.0,13.0,18.0,125.0,,,0.666,0.622,0.439,0.329,12.8,76.7,46.3,53.5,8.9,6.7,12.2,100.0,123.7,116.8,,,9.0,17.0,1.0,4.0,7.0,1.0,10.0,10.0,1.0,4.0,9.0,13.0,4.0,2.0,1.0,3.0,5.0,27.0,22.8,13.0,1.0,1.0,1.0,0.667,14.9,30.4,23.1,31.4,3.2,3.8,33.3,33.5,159.0,122.0,LAC,125,1,2023,2023-04-05,False
271,240.0,240.0,43.0,82.0,0.524,16.0,36.0,0.444,23.0,27.0,0.852,5.0,33.0,38.0,23.0,9.0,4.0,13.0,18.0,125.0,,,0.666,0.622,0.439,0.329,12.8,76.7,46.3,53.5,8.9,6.7,12.2,100.0,123.7,116.8,,,9.0,17.0,1.0,4.0,7.0,1.0,10.0,10.0,1.0,4.0,9.0,13.0,4.0,2.0,1.0,3.0,5.0,27.0,22.8,13.0,1.0,1.0,1.0,0.667,14.9,30.4,23.1,31.4,3.2,3.8,33.3,33.5,159.0,122.0,LAC,125,1,240.0,240.0,45.0,89.0,0.506,12.0,29.0,0.414,16.0,24.0,0.667,10.0,34.0,44.0,27.0,4.0,3.0,14.0,17.0,118.0,,,0.593,0.573,0.326,0.27,23.3,87.2,53.7,60.0,4.0,6.5,12.3,100.0,117.4,124.3,,,13.0,20.0,0.75,4.0,6.0,1.0,5.0,5.0,1.0,4.0,8.0,11.0,7.0,1.0,2.0,6.0,5.0,33.0,26.4,12.0,0.875,0.875,0.8,0.8,13.8,28.1,19.9,35.2,3.0,6.5,22.8,34.0,166.0,129.0,LAL,118,0,2023,2023-04-05,True
272,240.0,240.0,34.0,78.0,0.436,7.0,35.0,0.2,29.0,34.0,0.853,12.0,35.0,47.0,18.0,4.0,8.0,12.0,22.0,104.0,,,0.559,0.481,0.449,0.436,28.6,67.3,50.0,52.9,4.5,12.7,11.4,100.0,116.4,115.2,,,9.0,22.0,0.8,4.0,11.0,0.429,15.0,15.0,1.0,5.0,9.0,12.0,6.0,2.0,3.0,4.0,5.0,31.0,25.7,7.0,0.791,0.8,0.75,0.682,14.7,32.5,21.0,23.3,2.8,5.4,19.3,32.9,164.0,129.0,BOS,104,0,240.0,240.0,33.0,93.0,0.355,14.0,30.0,0.467,23.0,29.0,0.793,17.0,30.0,47.0,22.0,5.0,4.0,5.0,24.0,103.0,,,0.487,0.43,0.323,0.312,32.7,71.4,50.0,66.7,5.6,9.3,4.5,100.0,115.2,116.4,,,7.0,21.0,0.538,4.0,8.0,0.5,12.0,14.0,1.0,7.0,14.0,15.0,8.0,2.0,1.0,2.0,5.0,24.0,20.0,8.0,0.711,0.692,0.625,0.667,14.2,39.5,18.9,31.8,5.9,6.2,12.7,27.1,138.0,124.0,MIA,103,1,2023,2023-05-27,True
273,240.0,240.0,33.0,93.0,0.355,14.0,30.0,0.467,23.0,29.0,0.793,17.0,30.0,47.0,22.0,5.0,4.0,5.0,24.0,103.0,,,0.487,0.43,0.323,0.312,32.7,71.4,50.0,66.7,5.6,9.3,4.5,100.0,115.2,116.4,,,7.0,21.0,0.538,4.0,8.0,0.5,12.0,14.0,1.0,7.0,14.0,15.0,8.0,2.0,1.0,2.0,5.0,24.0,20.0,8.0,0.711,0.692,0.625,0.667,14.2,39.5,18.9,31.8,5.9,6.2,12.7,27.1,138.0,124.0,MIA,103,1,240.0,240.0,34.0,78.0,0.436,7.0,35.0,0.2,29.0,34.0,0.853,12.0,35.0,47.0,18.0,4.0,8.0,12.0,22.0,104.0,,,0.559,0.481,0.449,0.436,28.6,67.3,50.0,52.9,4.5,12.7,11.4,100.0,116.4,115.2,,,9.0,22.0,0.8,4.0,11.0,0.429,15.0,15.0,1.0,5.0,9.0,12.0,6.0,2.0,3.0,4.0,5.0,31.0,25.7,7.0,0.791,0.8,0.75,0.682,14.7,32.5,21.0,23.3,2.8,5.4,19.3,32.9,164.0,129.0,BOS,104,0,2023,2023-05-27,False
274,240.0,240.0,41.0,84.0,0.488,7.0,29.0,0.241,27.0,34.0,0.794,10.0,29.0,39.0,24.0,7.0,2.0,13.0,17.0,116.0,,,0.586,0.53,0.345,0.405,25.6,70.7,48.8,58.5,7.1,4.0,11.6,100.0,117.4,120.5,,,8.0,16.0,0.8,2.0,7.0,1.0,6.0,6.0,1.0,2.0,6.0,7.0,6.0,2.0,1.0,5.0,4.0,20.0,17.9,21.0,0.791,0.85,0.75,1.0,16.3,25.9,19.9,38.9,3.7,4.0,28.3,31.9,149.0,128.0,ORL,116,0,240.0,240.0,48.0,89.0,0.539,13.0,39.0,0.333,10.0,19.0,0.526,12.0,29.0,41.0,32.0,10.0,5.0,16.0,22.0,119.0,,,0.611,0.612,0.438,0.213,29.3,74.4,51.3,66.7,10.1,9.1,14.1,100.0,119.9,116.8,,,9.0,17.0,1.0,4.0,10.0,1.0,5.0,11.0,1.0,3.0,10.0,10.0,14.0,4.0,2.0,4.0,4.0,25.0,22.8,16.0,1.125,1.125,0.636,2.0,24.1,35.4,24.7,52.3,8.0,7.2,51.5,29.5,225.0,125.0,DEN,119,1,2023,2023-01-15,False
275,240.0,240.0,48.0,89.0,0.539,13.0,39.0,0.333,10.0,19.0,0.526,12.0,29.0,41.0,32.0,10.0,5.0,16.0,22.0,119.0,,,0.611,0.612,0.438,0.213,29.3,74.4,51.3,66.7,10.1,9.1,14.1,100.0,119.9,116.8,,,9.0,17.0,1.0,4.0,10.0,1.0,5.0,11.0,1.0,3.0,10.0,10.0,14.0,4.0,2.0,4.0,4.0,25.0,22.8,16.0,1.125,1.125,0.636,2.0,24.1,35.4,24.7,52.3,8.0,7.2,51.5,29.5,225.0,125.0,DEN,119,1,240.0,240.0,41.0,84.0,0.488,7.0,29.0,0.241,27.0,34.0,0.794,10.0,29.0,39.0,24.0,7.0,2.0,13.0,17.0,116.0,,,0.586,0.53,0.345,0.405,25.6,70.7,48.8,58.5,7.1,4.0,11.6,100.0,117.4,120.5,,,8.0,16.0,0.8,2.0,7.0,1.0,6.0,6.0,1.0,2.0,6.0,7.0,6.0,2.0,1.0,5.0,4.0,20.0,17.9,21.0,0.791,0.85,0.75,1.0,16.3,25.9,19.9,38.9,3.7,4.0,28.3,31.9,149.0,128.0,ORL,116,0,2023,2023-01-15,True
276,240.0,240.0,53.0,101.0,0.525,14.0,32.0,0.438,14.0,19.0,0.737,13.0,37.0,50.0,31.0,10.0,5.0,13.0,23.0,134.0,,,0.613,0.594,0.317,0.188,28.9,78.7,54.3,58.5,9.6,9.8,10.6,100.0,128.8,100.9,,,8.0,17.0,0.75,4.0,9.0,1.0,5.0,7.0,1.0,4.0,7.0,10.0,9.0,2.0,5.0,3.0,5.0,20.0,19.4,29.0,0.829,0.813,0.615,0.7,15.4,37.4,19.1,31.3,5.1,17.0,27.6,25.7,144.0,112.0,PHI,134,0,240.0,240.0,35.0,83.0,0.422,12.0,32.0,0.375,23.0,28.0,0.821,10.0,32.0,42.0,22.0,6.0,6.0,19.0,22.0,105.0,,,0.551,0.494,0.386,0.337,21.3,71.1,45.7,62.9,5.7,8.7,16.6,100.0,100.5,128.2,,,16.0,29.0,0.552,6.0,9.0,0.75,8.0,8.0,1.0,3.0,7.0,10.0,7.0,3.0,2.0,4.0,5.0,46.0,30.7,0.0,0.707,0.655,0.818,0.636,12.2,29.8,20.8,35.7,3.1,5.5,23.7,36.2,123.0,131.0,BRK,105,1,2023,2023-04-09,True
277,240.0,240.0,35.0,83.0,0.422,12.0,32.0,0.375,23.0,28.0,0.821,10.0,32.0,42.0,22.0,6.0,6.0,19.0,22.0,105.0,,,0.551,0.494,0.386,0.337,21.3,71.1,45.7,62.9,5.7,8.7,16.6,100.0,100.5,128.2,,,16.0,29.0,0.552,6.0,9.0,0.75,8.0,8.0,1.0,3.0,7.0,10.0,7.0,3.0,2.0,4.0,5.0,46.0,30.7,0.0,0.707,0.655,0.818,0.636,12.2,29.8,20.8,35.7,3.1,5.5,23.7,36.2,123.0,131.0,BRK,105,1,240.0,240.0,53.0,101.0,0.525,14.0,32.0,0.438,14.0,19.0,0.737,13.0,37.0,50.0,31.0,10.0,5.0,13.0,23.0,134.0,,,0.613,0.594,0.317,0.188,28.9,78.7,54.3,58.5,9.6,9.8,10.6,100.0,128.8,100.9,,,8.0,17.0,0.75,4.0,9.0,1.0,5.0,7.0,1.0,4.0,7.0,10.0,9.0,2.0,5.0,3.0,5.0,20.0,19.4,29.0,0.829,0.813,0.615,0.7,15.4,37.4,19.1,31.3,5.1,17.0,27.6,25.7,144.0,112.0,PHI,134,0,2023,2023-04-09,False
278,240.0,240.0,51.0,81.0,0.63,15.0,28.0,0.536,14.0,20.0,0.7,11.0,21.0,32.0,31.0,4.0,2.0,9.0,13.0,131.0,,,0.729,0.722,0.346,0.247,33.3,63.6,48.5,60.8,4.6,3.2,9.1,100.0,151.3,145.6,,,13.0,18.0,0.833,4.0,6.0,0.8,6.0,6.0,1.0,8.0,8.0,16.0,12.0,2.0,1.0,3.0,3.0,36.0,35.5,17.0,1.019,1.0,1.0,0.364,32.7,42.3,32.7,45.1,2.9,3.4,25.0,33.6,171.0,152.0,LAC,131,0,240.0,240.0,51.0,89.0,0.573,14.0,26.0,0.538,10.0,14.0,0.714,12.0,22.0,34.0,34.0,3.0,1.0,7.0,15.0,126.0,,,0.662,0.652,0.292,0.157,36.4,66.7,51.5,66.7,3.4,1.9,6.9,100.0,144.7,150.5,,,9.0,16.0,0.778,3.0,7.0,1.0,2.0,3.0,1.0,4.0,5.0,6.0,8.0,1.0,1.0,1.0,4.0,23.0,16.1,7.0,0.86,0.833,0.5,0.333,18.4,30.6,18.4,28.2,2.5,3.4,16.7,26.3,186.0,155.0,SAS,126,1,2023,2023-01-20,True
279,240.0,240.0,51.0,89.0,0.573,14.0,26.0,0.538,10.0,14.0,0.714,12.0,22.0,34.0,34.0,3.0,1.0,7.0,15.0,126.0,,,0.662,0.652,0.292,0.157,36.4,66.7,51.5,66.7,3.4,1.9,6.9,100.0,144.7,150.5,,,9.0,16.0,0.778,3.0,7.0,1.0,2.0,3.0,1.0,4.0,5.0,6.0,8.0,1.0,1.0,1.0,4.0,23.0,16.1,7.0,0.86,0.833,0.5,0.333,18.4,30.6,18.4,28.2,2.5,3.4,16.7,26.3,186.0,155.0,SAS,126,1,240.0,240.0,51.0,81.0,0.63,15.0,28.0,0.536,14.0,20.0,0.7,11.0,21.0,32.0,31.0,4.0,2.0,9.0,13.0,131.0,,,0.729,0.722,0.346,0.247,33.3,63.6,48.5,60.8,4.6,3.2,9.1,100.0,151.3,145.6,,,13.0,18.0,0.833,4.0,6.0,0.8,6.0,6.0,1.0,8.0,8.0,16.0,12.0,2.0,1.0,3.0,3.0,36.0,35.5,17.0,1.019,1.0,1.0,0.364,32.7,42.3,32.7,45.1,2.9,3.4,25.0,33.6,171.0,152.0,LAC,131,0,2023,2023-01-20,False
280,240.0,240.0,43.0,84.0,0.512,11.0,27.0,0.407,17.0,18.0,0.944,5.0,35.0,40.0,19.0,6.0,4.0,12.0,22.0,114.0,,,0.62,0.577,0.321,0.214,13.5,76.1,48.2,44.2,6.1,6.9,11.5,100.0,116.8,105.5,,,10.0,17.0,0.714,3.0,5.0,0.6,9.0,9.0,1.0,2.0,11.0,13.0,9.0,2.0,2.0,4.0,6.0,29.0,25.9,16.0,0.929,0.929,0.714,0.529,14.0,34.8,20.5,36.3,2.7,4.5,17.5,29.6,176.0,111.0,ATL,114,0,240.0,240.0,36.0,87.0,0.414,7.0,29.0,0.241,24.0,30.0,0.8,11.0,32.0,43.0,19.0,9.0,3.0,14.0,19.0,103.0,,,0.514,0.454,0.333,0.345,23.9,86.5,51.8,52.8,9.2,5.3,12.3,100.0,105.0,116.2,,,9.0,16.0,0.625,2.0,7.0,0.667,9.0,10.0,1.0,3.0,9.0,12.0,6.0,3.0,1.0,3.0,6.0,27.0,25.5,5.0,0.77,0.75,1.0,0.625,11.6,36.3,18.9,29.4,7.3,4.2,16.9,27.9,157.0,125.0,TOR,103,1,2023,2023-01-14,True
281,240.0,240.0,36.0,87.0,0.414,7.0,29.0,0.241,24.0,30.0,0.8,11.0,32.0,43.0,19.0,9.0,3.0,14.0,19.0,103.0,,,0.514,0.454,0.333,0.345,23.9,86.5,51.8,52.8,9.2,5.3,12.3,100.0,105.0,116.2,,,9.0,16.0,0.625,2.0,7.0,0.667,9.0,10.0,1.0,3.0,9.0,12.0,6.0,3.0,1.0,3.0,6.0,27.0,25.5,5.0,0.77,0.75,1.0,0.625,11.6,36.3,18.9,29.4,7.3,4.2,16.9,27.9,157.0,125.0,TOR,103,1,240.0,240.0,43.0,84.0,0.512,11.0,27.0,0.407,17.0,18.0,0.944,5.0,35.0,40.0,19.0,6.0,4.0,12.0,22.0,114.0,,,0.62,0.577,0.321,0.214,13.5,76.1,48.2,44.2,6.1,6.9,11.5,100.0,116.8,105.5,,,10.0,17.0,0.714,3.0,5.0,0.6,9.0,9.0,1.0,2.0,11.0,13.0,9.0,2.0,2.0,4.0,6.0,29.0,25.9,16.0,0.929,0.929,0.714,0.529,14.0,34.8,20.5,36.3,2.7,4.5,17.5,29.6,176.0,111.0,ATL,114,0,2023,2023-01-14,False
282,240.0,240.0,31.0,85.0,0.365,9.0,33.0,0.273,10.0,13.0,0.769,15.0,44.0,59.0,20.0,1.0,3.0,25.0,16.0,81.0,,,0.446,0.418,0.388,0.153,28.8,80.0,55.1,64.5,1.0,4.6,21.6,100.0,83.7,106.4,,,8.0,20.0,0.444,3.0,8.0,0.5,7.0,8.0,0.875,6.0,15.0,18.0,9.0,1.0,1.0,6.0,6.0,26.0,20.0,3.0,0.604,0.528,1.0,0.444,22.3,37.8,23.3,41.0,2.6,3.0,54.5,30.8,111.0,114.0,DET,81,0,240.0,240.0,40.0,95.0,0.421,6.0,30.0,0.2,17.0,22.0,0.773,11.0,37.0,48.0,21.0,15.0,7.0,4.0,16.0,103.0,,,0.492,0.453,0.316,0.232,20.0,71.2,44.9,52.5,15.5,13.5,3.7,100.0,106.4,83.7,,,7.0,15.0,0.667,1.0,5.0,0.5,4.0,4.0,1.0,5.0,7.0,10.0,5.0,3.0,2.0,1.0,4.0,17.0,13.0,20.0,0.709,0.667,0.667,0.667,34.4,38.3,35.4,42.9,9.9,12.1,20.0,34.3,156.0,94.0,CHI,103,1,2023,2023-04-09,False
283,240.0,240.0,40.0,95.0,0.421,6.0,30.0,0.2,17.0,22.0,0.773,11.0,37.0,48.0,21.0,15.0,7.0,4.0,16.0,103.0,,,0.492,0.453,0.316,0.232,20.0,71.2,44.9,52.5,15.5,13.5,3.7,100.0,106.4,83.7,,,7.0,15.0,0.667,1.0,5.0,0.5,4.0,4.0,1.0,5.0,7.0,10.0,5.0,3.0,2.0,1.0,4.0,17.0,13.0,20.0,0.709,0.667,0.667,0.667,34.4,38.3,35.4,42.9,9.9,12.1,20.0,34.3,156.0,94.0,CHI,103,1,240.0,240.0,31.0,85.0,0.365,9.0,33.0,0.273,10.0,13.0,0.769,15.0,44.0,59.0,20.0,1.0,3.0,25.0,16.0,81.0,,,0.446,0.418,0.388,0.153,28.8,80.0,55.1,64.5,1.0,4.6,21.6,100.0,83.7,106.4,,,8.0,20.0,0.444,3.0,8.0,0.5,7.0,8.0,0.875,6.0,15.0,18.0,9.0,1.0,1.0,6.0,6.0,26.0,20.0,3.0,0.604,0.528,1.0,0.444,22.3,37.8,23.3,41.0,2.6,3.0,54.5,30.8,111.0,114.0,DET,81,0,2023,2023-04-09,True
284,240.0,240.0,53.0,93.0,0.57,20.0,42.0,0.476,11.0,15.0,0.733,11.0,33.0,44.0,39.0,9.0,6.0,12.0,20.0,137.0,,,0.688,0.677,0.452,0.161,28.9,75.0,53.7,73.6,9.1,14.0,10.8,100.0,137.9,114.8,,,12.0,18.0,1.0,5.0,9.0,1.0,7.0,8.0,1.0,3.0,8.0,8.0,9.0,5.0,3.0,4.0,3.0,36.0,30.1,21.0,1.5,1.5,1.0,0.625,95.9,35.6,44.5,43.7,8.1,12.4,50.0,49.0,208.0,126.0,MEM,137,0,240.0,240.0,42.0,92.0,0.457,21.0,49.0,0.429,9.0,11.0,0.818,11.0,27.0,38.0,30.0,5.0,3.0,19.0,15.0,114.0,,,0.589,0.571,0.533,0.12,25.0,71.1,46.3,71.4,5.0,5.9,16.4,100.0,113.6,136.6,,,10.0,20.0,1.0,4.0,10.0,0.8,4.0,4.0,1.0,3.0,5.0,8.0,11.0,2.0,2.0,5.0,4.0,25.0,20.5,3.0,1.0,1.0,0.833,0.333,12.8,20.3,15.8,42.5,4.0,4.4,50.0,26.1,165.0,141.0,MIL,114,1,2023,2023-04-07,True
285,240.0,240.0,42.0,92.0,0.457,21.0,49.0,0.429,9.0,11.0,0.818,11.0,27.0,38.0,30.0,5.0,3.0,19.0,15.0,114.0,,,0.589,0.571,0.533,0.12,25.0,71.1,46.3,71.4,5.0,5.9,16.4,100.0,113.6,136.6,,,10.0,20.0,1.0,4.0,10.0,0.8,4.0,4.0,1.0,3.0,5.0,8.0,11.0,2.0,2.0,5.0,4.0,25.0,20.5,3.0,1.0,1.0,0.833,0.333,12.8,20.3,15.8,42.5,4.0,4.4,50.0,26.1,165.0,141.0,MIL,114,1,240.0,240.0,53.0,93.0,0.57,20.0,42.0,0.476,11.0,15.0,0.733,11.0,33.0,44.0,39.0,9.0,6.0,12.0,20.0,137.0,,,0.688,0.677,0.452,0.161,28.9,75.0,53.7,73.6,9.1,14.0,10.8,100.0,137.9,114.8,,,12.0,18.0,1.0,5.0,9.0,1.0,7.0,8.0,1.0,3.0,8.0,8.0,9.0,5.0,3.0,4.0,3.0,36.0,30.1,21.0,1.5,1.5,1.0,0.625,95.9,35.6,44.5,43.7,8.1,12.4,50.0,49.0,208.0,126.0,MEM,137,0,2023,2023-04-07,False
286,240.0,240.0,49.0,76.0,0.645,14.0,26.0,0.538,21.0,27.0,0.778,6.0,25.0,31.0,29.0,3.0,4.0,16.0,26.0,133.0,,,0.757,0.737,0.342,0.355,19.4,69.4,46.3,59.2,3.2,9.1,15.4,100.0,140.3,144.6,,,11.0,20.0,1.0,7.0,10.0,1.0,10.0,11.0,1.0,4.0,7.0,11.0,10.0,2.0,2.0,5.0,6.0,32.0,27.5,16.0,1.5,1.5,1.0,0.733,22.7,24.5,21.0,33.5,2.7,5.7,50.0,31.1,211.0,152.0,BRK,133,0,240.0,240.0,42.0,82.0,0.512,18.0,38.0,0.474,35.0,36.0,0.972,11.0,25.0,36.0,26.0,10.0,4.0,11.0,19.0,137.0,,,0.7,0.622,0.463,0.439,30.6,80.6,53.7,61.9,10.4,8.0,10.1,100.0,143.1,138.9,,,8.0,18.0,0.7,6.0,10.0,0.667,13.0,13.0,1.0,3.0,8.0,10.0,7.0,3.0,3.0,6.0,4.0,27.0,26.4,12.0,0.873,0.85,0.833,1.333,22.7,35.7,20.7,28.3,12.5,8.5,33.3,33.3,189.0,147.0,PHI,137,1,2023,2023-01-25,False
